date,month_year,airport_group,airport,total_passengers,terminal_passengers,transit_passengers
2024-04-01,April 2024,Other UK Airports,CAMPBELTOWN,585,585,0
2024-04-01,April 2024,Other UK Airports,CARDIFF WALES,52353,52353,0
2024-04-01,April 2024,Other UK Airports,CITY OF DERRY (EGLINTON),14662,14662,0
2024-04-01,April 2024,Other UK Airports,DUNDEE,3123,2395,728
2024-04-01,April 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,328703,328703,0
2024-04-01,April 2024,Other UK Airports,EDINBURGH,1283382,1283382,0
2024-04-01,April 2024,Other UK Airports,EXETER,34200,34200,0
2024-04-01,April 2024,Other UK Airports,FARNBOROUGH,2575,2575,0
2024-04-01,April 2024,London Area Airports,GATWICK,3467333,3466713,620
2024-04-01,April 2024,Other UK Airports,GLASGOW,637960,637314,646
2024-04-01,April 2024,Non UK Reporting Airports,GUERNSEY,55805,55786,19
2024-04-01,April 2024,London Area Airports,HEATHROW,6705732,6705450,282
2024-04-01,April 2024,Other UK Airports,HUMBERSIDE,10701,10701,0
2024-04-01,April 2024,Other UK Airports,INVERNESS,74380,74325,55
2024-04-01,April 2024,Other UK Airports,ISLAY,2873,2873,0
2024-04-01,April 2024,Non UK Reporting Airports,ISLE OF MAN,49401,49401,0
2024-04-01,April 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),5075,5075,0
2024-04-01,April 2024,Non UK Reporting Airports,JERSEY,118664,118664,0
2024-04-01,April 2024,Other UK Airports,KIRKWALL,12661,10531,2130
2024-04-01,April 2024,Other UK Airports,LANDS END (ST JUST),4206,4185,21
2024-04-01,April 2024,Other UK Airports,LEEDS BRADFORD,312032,311948,84
2024-04-01,April 2024,Other UK Airports,LERWICK (TINGWALL),217,217,0
2024-04-01,April 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),430200,430200,0
2024-04-01,April 2024,London Area Airports,LONDON CITY,290967,290967,0
2024-04-01,April 2024,London Area Airports,LUTON,1440344,1439848,496
2024-04-01,April 2024,Other UK Airports,MANCHESTER,2414033,2411741,2292
2024-04-01,April 2024,Other UK Airports,NEWCASTLE,388922,388706,216
2024-04-01,April 2024,Other UK Airports,NEWQUAY,32478,32478,0
2024-04-01,April 2024,Other UK Airports,NORWICH,29471,29471,0
2024-04-01,April 2024,Other UK Airports,PRESTWICK,53446,53342,104
2024-04-01,April 2024,Other UK Airports,SOUTHAMPTON,64734,64684,50
2024-04-01,April 2024,London Area Airports,SOUTHEND,15971,15971,0
2024-04-01,April 2024,London Area Airports,STANSTED,2479728,2479724,4
2024-04-01,April 2024,Other UK Airports,STORNOWAY,8054,8054,0
2024-04-01,April 2024,Other UK Airports,SUMBURGH,24463,23759,704
2024-04-01,April 2024,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,17684,17684,0
2024-04-01,April 2024,Other UK Airports,TIREE,659,656,3
2024-04-01,April 2024,Other UK Airports,WICK JOHN O GROATS,887,887,0
2024-05-01,May 2024,Other UK Airports,ABERDEEN,203708,203708,0
2024-05-01,May 2024,Non UK Reporting Airports,ALDERNEY,4560,4560,0
2024-05-01,May 2024,Other UK Airports,BARRA,1186,1186,0
2024-05-01,May 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),210261,210261,0
2024-05-01,May 2024,Other UK Airports,BELFAST INTERNATIONAL,631539,631539,0
2024-05-01,May 2024,Other UK Airports,BENBECULA,2316,2316,0
2024-05-01,May 2024,Other UK Airports,BIGGIN HILL,1300,1300,0
2024-05-01,May 2024,Other UK Airports,BIRMINGHAM,1176265,1176265,0
2024-05-01,May 2024,Other UK Airports,BLACKPOOL,1402,1402,0
2024-05-01,May 2024,Other UK Airports,BOURNEMOUTH,113343,113343,0
2024-05-01,May 2024,Other UK Airports,BRISTOL,1044874,1044847,27
2024-05-01,May 2024,Other UK Airports,CAMPBELTOWN,843,843,0
2024-05-01,May 2024,Other UK Airports,CARDIFF WALES,84741,84741,0
2024-05-01,May 2024,Other UK Airports,CITY OF DERRY (EGLINTON),15402,15402,0
2024-05-01,May 2024,Other UK Airports,DUNDEE,3484,2694,790
2024-05-01,May 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,434909,434909,0
2024-05-01,May 2024,Other UK Airports,EDINBURGH,1494105,1494105,0
2024-05-01,May 2024,Other UK Airports,EXETER,47461,47461,0
2024-05-01,May 2024,Other UK Airports,FARNBOROUGH,3380,3380,0
2024-05-01,May 2024,London Area Airports,GATWICK,3904579,3903979,600
2024-05-01,May 2024,Other UK Airports,GLASGOW,796343,795852,491
2024-05-01,May 2024,Non UK Reporting Airports,GUERNSEY,64362,64135,227
2024-05-01,May 2024,London Area Airports,HEATHROW,7175463,7175463,0
2024-05-01,May 2024,Other UK Airports,HUMBERSIDE,12837,12837,0
2024-05-01,May 2024,Other UK Airports,INVERNESS,81413,81359,54
2024-05-01,May 2024,Other UK Airports,ISLAY,3379,3379,0
2024-05-01,May 2024,Non UK Reporting Airports,ISLE OF MAN,60664,60664,0
2024-05-01,May 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9525,9525,0
2024-05-01,May 2024,Non UK Reporting Airports,JERSEY,139208,139191,17
2024-05-01,May 2024,Other UK Airports,KIRKWALL,13585,12577,1008
2024-05-01,May 2024,Other UK Airports,LANDS END (ST JUST),6474,6474,0
2024-05-01,May 2024,Other UK Airports,LEEDS BRADFORD,414449,414449,0
2024-05-01,May 2024,Other UK Airports,LERWICK (TINGWALL),360,360,0
2024-05-01,May 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),511005,511005,0
2024-05-01,May 2024,London Area Airports,LONDON CITY,319262,319262,0
2024-05-01,May 2024,London Area Airports,LUTON,1573903,1573903,0
2024-05-01,May 2024,Other UK Airports,MANCHESTER,2784046,2779904,4142
2024-05-01,May 2024,Other UK Airports,NEWCASTLE,497759,497759,0
2024-05-01,May 2024,Other UK Airports,NEWQUAY,38882,38882,0
2024-05-01,May 2024,Other UK Airports,NORWICH,44346,44346,0
2024-05-01,May 2024,Other UK Airports,PRESTWICK,57358,57358,0
2024-05-01,May 2024,Other UK Airports,SOUTHAMPTON,76752,76752,0
2024-05-01,May 2024,London Area Airports,SOUTHEND,27579,27579,0
2024-05-01,May 2024,London Area Airports,STANSTED,2711601,2711601,0
2024-05-01,May 2024,Other UK Airports,STORNOWAY,9128,9128,0
2024-05-01,May 2024,Other UK Airports,SUMBURGH,26220,26165,55
2024-05-01,May 2024,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,20994,20994,0
2024-05-01,May 2024,Other UK Airports,TIREE,1165,1143,22
2024-05-01,May 2024,Other UK Airports,WICK JOHN O GROATS,845,845,0
2024-06-01,June 2024,Other UK Airports,ABERDEEN,211464,211464,0
2024-06-01,June 2024,Non UK Reporting Airports,ALDERNEY,4638,4638,0
2024-06-01,June 2024,Other UK Airports,BARRA,1209,1209,0
2024-06-01,June 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),211831,211831,0
2024-06-01,June 2024,Other UK Airports,BELFAST INTERNATIONAL,625270,625270,0
2024-06-01,June 2024,Other UK Airports,BENBECULA,2345,2345,0
2024-06-01,June 2024,Other UK Airports,BIGGIN HILL,1217,1217,0
2024-06-01,June 2024,Other UK Airports,BIRMINGHAM,1264664,1264500,164
2024-06-01,June 2024,Other UK Airports,BLACKPOOL,1369,1369,0
2024-06-01,June 2024,Other UK Airports,BOURNEMOUTH,132742,132742,0
2024-06-01,June 2024,Other UK Airports,BRISTOL,1115246,1115246,0
2024-06-01,June 2024,Other UK Airports,CAMPBELTOWN,723,723,0
2024-06-01,June 2024,Other UK Airports,CARDIFF WALES,112098,111569,529
2024-06-01,June 2024,Other UK Airports,CITY OF DERRY (EGLINTON),15625,15625,0
2024-06-01,June 2024,Other UK Airports,DUNDEE,3536,2865,671
2024-06-01,June 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,502067,502067,0
2024-06-01,June 2024,Other UK Airports,EDINBURGH,1560119,1560119,0
2024-06-01,June 2024,Other UK Airports,EXETER,51608,51608,0
2024-06-01,June 2024,Other UK Airports,FARNBOROUGH,4353,4353,0
2024-06-01,June 2024,London Area Airports,GATWICK,4213955,4212315,1640
2024-06-01,June 2024,Other UK Airports,GLASGOW,830479,830479,0
2024-06-01,June 2024,Non UK Reporting Airports,GUERNSEY,64717,64552,165
2024-06-01,June 2024,London Area Airports,HEATHROW,7433044,7432458,586
2024-06-01,June 2024,Other UK Airports,HUMBERSIDE,15330,15330,0
2024-06-01,June 2024,Other UK Airports,INVERNESS,81332,81261,71
2024-06-01,June 2024,Other UK Airports,ISLAY,3082,3082,0
2024-06-01,June 2024,Non UK Reporting Airports,ISLE OF MAN,68716,68716,0
2024-06-01,June 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9301,9301,0
2024-06-01,June 2024,Non UK Reporting Airports,JERSEY,144309,144280,29
2024-06-01,June 2024,Other UK Airports,KIRKWALL,14095,13059,1036
2024-06-01,June 2024,Other UK Airports,LANDS END (ST JUST),6221,6219,2
2024-06-01,June 2024,Other UK Airports,LEEDS BRADFORD,488265,488265,0
2024-06-01,June 2024,Other UK Airports,LERWICK (TINGWALL),283,283,0
2024-06-01,June 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),507191,507191,0
2024-06-01,June 2024,London Area Airports,LONDON CITY,320394,320394,0
2024-06-01,June 2024,London Area Airports,LUTON,1609854,1608637,1217
2024-06-01,June 2024,Other UK Airports,MANCHESTER,2980106,2975746,4360
2024-06-01,June 2024,Other UK Airports,NEWCASTLE,544111,544111,0
2024-06-01,June 2024,Other UK Airports,NEWQUAY,46705,46705,0
2024-06-01,June 2024,Other UK Airports,NORWICH,46956,46956,0
2024-06-01,June 2024,Other UK Airports,PRESTWICK,60185,60019,166
2024-06-01,June 2024,Other UK Airports,SOUTHAMPTON,81562,81562,0
2024-06-01,June 2024,London Area Airports,SOUTHEND,37450,37450,0
2024-06-01,June 2024,London Area Airports,STANSTED,2807915,2807915,0
2024-06-01,June 2024,Other UK Airports,STORNOWAY,9196,9196,0
2024-06-01,June 2024,Other UK Airports,SUMBURGH,26623,26506,117
2024-06-01,June 2024,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,28166,28166,0
2024-06-01,June 2024,Other UK Airports,TIREE,1038,1024,14
2024-06-01,June 2024,Other UK Airports,WICK JOHN O GROATS,798,798,0
2024-07-01,July 2024,Other UK Airports,ABERDEEN,229349,229349,0
2024-07-01,July 2024,Non UK Reporting Airports,ALDERNEY,4961,4961,0
2024-07-01,July 2024,Other UK Airports,BARRA,1417,1417,0
2024-07-01,July 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),225886,225886,0
2024-07-01,July 2024,Other UK Airports,BELFAST INTERNATIONAL,709170,709170,0
2024-07-01,July 2024,Other UK Airports,BENBECULA,2728,2728,0
2024-07-01,July 2024,Other UK Airports,BIGGIN HILL,1754,1754,0
2024-07-01,July 2024,Other UK Airports,BIRMINGHAM,1343822,1343822,0
2024-07-01,July 2024,Other UK Airports,BLACKPOOL,1608,1608,0
2024-07-01,July 2024,Other UK Airports,BOURNEMOUTH,135652,135652,0
2024-07-01,July 2024,Other UK Airports,BRISTOL,1158076,1158076,0
2024-07-01,July 2024,Other UK Airports,CAMPBELTOWN,688,688,0
2024-07-01,July 2024,Other UK Airports,CARDIFF WALES,110572,110572,0
2024-07-01,July 2024,Other UK Airports,CITY OF DERRY (EGLINTON),19153,19153,0
2024-07-01,July 2024,Other UK Airports,DUNDEE,3873,2963,910
2024-07-01,July 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,521093,521093,0
2024-07-01,July 2024,Other UK Airports,EDINBURGH,1626726,1626726,0
2024-07-01,July 2024,Other UK Airports,EXETER,53934,53934,0
2024-07-01,July 2024,Other UK Airports,FARNBOROUGH,4541,4541,0
2024-07-01,July 2024,London Area Airports,GATWICK,4554987,4554245,742
2024-07-01,July 2024,Other UK Airports,GLASGOW,846819,846250,569
2024-07-01,July 2024,Non UK Reporting Airports,GUERNSEY,69405,69309,96
2024-07-01,July 2024,London Area Airports,HEATHROW,7981129,7980064,1065
2024-07-01,July 2024,Other UK Airports,HUMBERSIDE,16129,16129,0
2024-07-01,July 2024,Other UK Airports,INVERNESS,87489,87429,60
2024-07-01,July 2024,Other UK Airports,ISLAY,3177,3177,0
2024-07-01,July 2024,Non UK Reporting Airports,ISLE OF MAN,56631,56631,0
2024-07-01,July 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),8214,8214,0
2024-07-01,July 2024,Non UK Reporting Airports,JERSEY,162607,162583,24
2024-07-01,July 2024,Other UK Airports,KIRKWALL,14998,13888,1110
2024-07-01,July 2024,Other UK Airports,LANDS END (ST JUST),5368,5348,20
2024-07-01,July 2024,Other UK Airports,LEEDS BRADFORD,484488,484488,0
2024-07-01,July 2024,Other UK Airports,LERWICK (TINGWALL),334,334,0
2024-07-01,July 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),528897,528897,0
2024-07-01,July 2024,London Area Airports,LONDON CITY,328649,328649,0
2024-07-01,July 2024,London Area Airports,LUTON,1655100,1654927,173
2024-07-01,July 2024,Other UK Airports,MANCHESTER,3202172,3197675,4497
2024-07-01,July 2024,Other UK Airports,NEWCASTLE,572577,572577,0
2024-07-01,July 2024,Other UK Airports,NEWQUAY,55171,55171,0
2024-07-01,July 2024,Other UK Airports,NORWICH,50407,50407,0
2024-07-01,July 2024,Other UK Airports,PRESTWICK,63619,63619,0
2024-07-01,July 2024,Other UK Airports,SOUTHAMPTON,81622,81622,0
2024-07-01,July 2024,London Area Airports,SOUTHEND,33372,33372,0
2024-07-01,July 2024,London Area Airports,STANSTED,2898479,2898479,0
2024-07-01,July 2024,Other UK Airports,STORNOWAY,9578,9578,0
2024-07-01,July 2024,Other UK Airports,SUMBURGH,30243,29956,287
2024-07-01,July 2024,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,24054,23995,59
2024-07-01,July 2024,Other UK Airports,TIREE,1366,1349,17
2024-07-01,July 2024,Other UK Airports,WICK JOHN O GROATS,971,971,0
2024-08-01,August 2024,Other UK Airports,ABERDEEN,222672,222672,0
2024-08-01,August 2024,Non UK Reporting Airports,ALDERNEY,5351,5351,0
2024-08-01,August 2024,Other UK Airports,BARRA,1420,1420,0
2024-08-01,August 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),230220,230220,0
2024-08-01,August 2024,Other UK Airports,BELFAST INTERNATIONAL,707906,707906,0
2024-08-01,August 2024,Other UK Airports,BENBECULA,2676,2676,0
2024-08-01,August 2024,Other UK Airports,BIGGIN HILL,1350,1350,0
2024-08-01,August 2024,Other UK Airports,BIRMINGHAM,1450441,1450441,0
2024-08-01,August 2024,Other UK Airports,BLACKPOOL,1470,1470,0
2024-08-01,August 2024,Other UK Airports,BOURNEMOUTH,147455,147455,0
2024-08-01,August 2024,Other UK Airports,BRISTOL,1203832,1203799,33
2024-08-01,August 2024,Other UK Airports,CAMPBELTOWN,773,773,0
2024-08-01,August 2024,Other UK Airports,CARDIFF WALES,115547,115547,0
2024-08-01,August 2024,Other UK Airports,CITY OF DERRY (EGLINTON),18989,18989,0
2024-08-01,August 2024,Other UK Airports,DUNDEE,3724,2838,886
2024-08-01,August 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,545002,545002,0
2024-08-01,August 2024,Other UK Airports,EDINBURGH,1617538,1617324,214
2024-08-01,August 2024,Other UK Airports,EXETER,57167,57167,0
2024-08-01,August 2024,Other UK Airports,FARNBOROUGH,3763,3763,0
2024-08-01,August 2024,London Area Airports,GATWICK,4740309,4739389,920
2024-08-01,August 2024,Other UK Airports,GLASGOW,793832,793832,0
2024-08-01,August 2024,Non UK Reporting Airports,GUERNSEY,72395,72197,198
2024-08-01,August 2024,London Area Airports,HEATHROW,7969837,7969837,0
2024-08-01,August 2024,Other UK Airports,HUMBERSIDE,15693,15693,0
2024-08-01,August 2024,Other UK Airports,INVERNESS,84020,83952,68
2024-08-01,August 2024,Other UK Airports,ISLAY,3049,3049,0
2024-08-01,August 2024,Non UK Reporting Airports,ISLE OF MAN,59877,59877,0
2024-08-01,August 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9277,9277,0
2024-08-01,August 2024,Non UK Reporting Airports,JERSEY,174471,174467,4
2024-08-01,August 2024,Other UK Airports,KIRKWALL,15019,13993,1026
2024-08-01,August 2024,Other UK Airports,LANDS END (ST JUST),6284,6284,0
2024-08-01,August 2024,Other UK Airports,LEEDS BRADFORD,518453,518453,0
2024-08-01,August 2024,Other UK Airports,LERWICK (TINGWALL),272,272,0
2024-08-01,August 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),550251,550251,0
2024-08-01,August 2024,London Area Airports,LONDON CITY,311282,311282,0
2024-08-01,August 2024,London Area Airports,LUTON,1741816,1741461,355
2024-08-01,August 2024,Other UK Airports,MANCHESTER,3359697,3356747,2950
2024-08-01,August 2024,Other UK Airports,NEWCASTLE,594372,594372,0
2024-08-01,August 2024,Other UK Airports,NEWQUAY,55985,55985,0
2024-08-01,August 2024,Other UK Airports,NORWICH,51677,51677,0
2024-08-01,August 2024,Other UK Airports,PRESTWICK,63116,62919,197
2024-08-01,August 2024,Other UK Airports,SOUTHAMPTON,87899,87899,0
2024-08-01,August 2024,London Area Airports,SOUTHEND,35168,35168,0
2024-08-01,August 2024,London Area Airports,STANSTED,3061500,3061500,0
2024-08-01,August 2024,Other UK Airports,STORNOWAY,9196,9196,0
2024-08-01,August 2024,Other UK Airports,SUMBURGH,28372,28242,130
2024-08-01,August 2024,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,26180,26098,82
2024-08-01,August 2024,Other UK Airports,TIREE,1164,1147,17
2024-08-01,August 2024,Other UK Airports,WICK JOHN O GROATS,1114,1114,0
2024-09-01,September 2024,Other UK Airports,ABERDEEN,208600,208600,0
2024-09-01,September 2024,Non UK Reporting Airports,ALDERNEY,4750,4750,0
2024-09-01,September 2024,Other UK Airports,BARRA,1133,1133,0
2024-09-01,September 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),200619,200619,0
2024-09-01,September 2024,Other UK Airports,BELFAST INTERNATIONAL,618734,618734,0
2024-09-01,September 2024,Other UK Airports,BENBECULA,2170,2170,0
2024-09-01,September 2024,Other UK Airports,BIGGIN HILL,680,680,0
2024-09-01,September 2024,Other UK Airports,BIRMINGHAM,1308488,1308488,0
2024-09-01,September 2024,Other UK Airports,BLACKPOOL,1565,1565,0
2024-09-01,September 2024,Other UK Airports,BOURNEMOUTH,133005,133005,0
2024-09-01,September 2024,Other UK Airports,BRISTOL,1092172,1092155,17
2024-09-01,September 2024,Other UK Airports,CAMPBELTOWN,735,735,0
2024-09-01,September 2024,Other UK Airports,CARDIFF WALES,106160,105975,185
2024-09-01,September 2024,Other UK Airports,CITY OF DERRY (EGLINTON),14371,14371,0
2024-09-01,September 2024,Other UK Airports,DUNDEE,3554,2906,648
2024-09-01,September 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,487169,487169,0
2024-09-01,September 2024,Other UK Airports,EDINBURGH,1528637,1528637,0
2024-09-01,September 2024,Other UK Airports,EXETER,52359,52359,0
2024-09-01,September 2024,Other UK Airports,FARNBOROUGH,3428,3428,0
2024-09-01,September 2024,London Area Airports,GATWICK,4263877,4263118,759
2024-09-01,September 2024,Other UK Airports,GLASGOW,801653,801395,258
2024-09-01,September 2024,Non UK Reporting Airports,GUERNSEY,65564,65540,24
2024-09-01,September 2024,London Area Airports,HEATHROW,7286467,7286337,130
2024-09-01,September 2024,Other UK Airports,HUMBERSIDE,14430,14430,0
2024-09-01,September 2024,Other UK Airports,INVERNESS,77981,77926,55
2024-09-01,September 2024,Other UK Airports,ISLAY,3230,3230,0
2024-09-01,September 2024,Non UK Reporting Airports,ISLE OF MAN,57237,57237,0
2024-09-01,September 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),7973,7973,0
2024-09-01,September 2024,Non UK Reporting Airports,JERSEY,141456,141401,55
2024-09-01,September 2024,Other UK Airports,KIRKWALL,14067,13130,937
2024-09-01,September 2024,Other UK Airports,LANDS END (ST JUST),5503,5470,33
2024-09-01,September 2024,Other UK Airports,LEEDS BRADFORD,463333,463333,0
2024-09-01,September 2024,Other UK Airports,LERWICK (TINGWALL),335,335,0
2024-09-01,September 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),493515,493515,0
2024-09-01,September 2024,London Area Airports,LONDON CITY,324495,324495,0
2024-09-01,September 2024,London Area Airports,LUTON,1560372,1560372,0
2024-09-01,September 2024,Other UK Airports,MANCHESTER,3056554,3054392,2162
2024-09-01,September 2024,Other UK Airports,NEWCASTLE,541120,541120,0
2024-09-01,September 2024,Other UK Airports,NEWQUAY,42569,42569,0
2024-09-01,September 2024,Other UK Airports,NORWICH,49292,49292,0
2024-09-01,September 2024,Other UK Airports,OXFORD (KIDLINGTON),2,2,0
2024-09-01,September 2024,Other UK Airports,PRESTWICK,62389,62389,0
2024-09-01,September 2024,Other UK Airports,SOUTHAMPTON,82258,82258,0
2024-09-01,September 2024,London Area Airports,SOUTHEND,35448,35448,0
2024-09-01,September 2024,London Area Airports,STANSTED,2709707,2709707,0
2024-09-01,September 2024,Other UK Airports,STORNOWAY,9028,9028,0
